user,reaction_speed(in_ms),type_of_activation
User4,390,sound
User5,930,shock
User1,109,sound
User2,914,sound
User4,80,sound
User5,464,shock
User5,171,sound
User4,808,light
User2,988,shock
User1,833,sound
User3,271,light
User3,176,sound
User2,423,shock
User4,63,sound
User3,848,light
User5,573,light
User3,814,light
User5,845,shock
User5,434,light
User1,285,light
User1,849,light
User5,372,shock
User3,852,sound
User4,833,sound
User2,583,shock
User3,662,sound
User1,452,shock
User1,33,light
User5,417,shock
User2,969,light
User2,28,shock
User3,855,shock
User1,990,shock
User1,910,sound
User3,416,sound
User2,942,light
User3,28,sound
User5,540,light
User4,356,sound
User5,327,sound
User2,995,light
User3,768,light
User1,578,light
User5,630,light
User2,894,shock
User4,748,sound
User5,787,light
User1,956,light
User4,49,shock
User4,138,sound
User2,249,shock
User3,758,light
User4,392,sound
User5,712,sound
User3,148,shock
User5,964,light
User2,661,shock
User3,939,shock
User1,761,shock
User1,117,shock
User4,891,shock
User3,45,shock
User3,201,sound
User3,769,shock
User4,464,light
User2,996,shock
User3,42,light
User1,541,shock
User1,259,shock
User4,791,light
User5,764,sound
User1,766,shock
User5,642,sound
User4,466,light
User5,889,shock
User3,377,shock
User2,170,sound
User5,604,shock
User3,923,shock
User5,934,shock
User5,907,light
User1,789,shock
User5,48,shock
User5,968,light
User3,938,sound
User3,600,sound
User3,923,shock
User1,208,light
User1,540,shock
User2,496,shock
User1,996,light
User5,555,light
User3,672,light
User5,799,sound
User2,706,sound
User3,583,light
User5,209,light
User3,281,shock
User4,638,shock
User4,622,sound
User5,712,shock
User5,16,light
User4,61,shock
User3,704,sound
User4,774,shock
User4,120,shock
User3,729,sound
User2,857,sound
User2,387,light
User1,659,light
User1,57,shock
User2,743,light
User5,662,light
User3,521,sound
User2,631,light
User3,650,sound
User3,176,shock
User1,302,light
User5,480,shock
User4,889,light
User1,456,sound
User1,274,shock
User1,79,sound
User3,590,sound
User4,736,light
User4,794,light
User4,51,light
User1,919,light
User4,445,light
User5,878,light
User4,476,shock
User1,987,shock
User4,257,light
User4,527,sound
User2,858,light
User3,247,sound
User2,495,light
User3,614,shock
User4,185,shock
User1,736,light
User1,415,sound
User4,852,light
User1,337,shock
User5,136,shock
User3,808,sound
User4,827,sound
User2,155,shock
User3,887,sound
User3,513,shock
User3,134,light
User2,862,sound
User2,67,sound
User2,202,light
User4,795,light
User1,782,shock
User4,570,sound
User2,619,light
User2,917,sound
User1,216,light
User3,42,shock
User4,242,shock
User3,977,sound
User4,200,shock
User4,81,light
User3,395,light
User2,988,shock
User1,826,light
User2,18,sound
User2,278,sound
User3,545,sound
User5,717,shock
User1,812,light
User5,593,sound
User1,969,light
User2,450,sound
User5,21,light
User5,908,sound
User2,908,light
User2,792,light
User1,826,light
User4,432,shock
User3,372,shock
User3,988,shock
User1,3,sound
User1,663,sound
User4,864,sound
User5,576,sound
User3,61,shock
User4,61,light
User3,62,sound
User3,473,shock
User3,424,shock
User2,749,shock
User1,509,shock
User2,979,shock
User3,168,shock
User1,849,shock
User2,217,light
User3,517,shock
User3,198,shock
User4,881,light
User1,784,light
User5,625,shock
User2,94,shock
User2,123,shock
User4,43,sound
User5,203,sound
User3,327,shock
User5,873,light
User3,429,sound
User1,771,sound
User5,621,shock
User2,491,shock
User2,752,shock
User4,841,sound
User4,105,sound
User1,693,sound
User2,669,sound
User5,758,shock
User2,365,light
User4,8,sound
User1,64,sound
User5,248,light
User4,863,sound
User3,29,sound
User1,651,sound
User5,32,shock
User5,964,sound
User3,179,light
User5,530,shock
User1,536,light
User5,978,shock
User5,159,shock
User5,562,light
User1,71,light
User3,25,shock
User5,949,shock
User1,267,shock
User5,493,light
User2,414,sound
User2,548,shock
User1,396,sound
User4,476,sound
User4,133,sound
User1,219,sound
User5,102,light
User5,539,light
User4,895,sound
User1,251,light
User2,813,shock
User3,62,sound
User2,130,light
User5,740,light
User2,833,shock
User3,127,light
User3,304,light
User5,356,sound
User4,134,light
User3,632,shock
User3,110,light
User2,972,sound
User3,181,shock
User2,520,light
User4,67,light
User4,544,shock
User4,538,sound
User3,599,shock
User2,710,shock
User5,843,light
User5,13,shock
User5,467,sound
User3,193,light
User3,619,sound
User4,729,sound
User1,601,light
User1,901,sound
User3,432,shock
User4,672,light
User2,346,shock
User3,804,shock
User1,441,light
User1,263,sound
User3,293,light
User4,556,light
User1,735,light
User2,673,shock
User2,736,shock
User4,478,sound
User4,678,shock
User5,898,sound
User2,233,shock
User2,969,sound
User5,827,shock
User3,531,sound
User5,442,sound
User4,0,light
User3,122,light
User3,923,shock
User3,730,sound
User4,559,light
User3,835,shock
User3,78,light
User1,67,shock
User5,988,light
User1,659,shock
User2,358,shock
User4,300,shock
User5,164,sound
User1,209,sound
User2,856,light
User3,895,shock
User4,130,light
User1,871,light
User2,212,shock
User3,186,shock
User5,517,shock
User2,16,shock
User5,716,shock
User3,421,light
User2,528,shock
User2,144,light
User4,275,light
User5,251,sound
User1,166,light
User2,241,light
User4,241,sound
User3,367,light
User4,169,shock
User5,851,light
User2,666,sound
User3,926,shock
User4,845,light
User2,257,sound
User2,876,light
User3,280,light
User4,765,shock
User1,392,sound
User2,174,shock
User5,525,sound
User4,98,light
User2,421,sound
User2,874,shock
User1,737,shock
User3,820,light
User3,543,light
User4,650,shock
User4,135,sound
User1,478,shock
User4,632,sound
User1,182,light
User4,294,light
User2,390,sound
User4,572,sound
User2,840,sound
User1,573,light
User2,861,shock
User3,381,shock
User3,819,light
User3,524,shock
User2,52,shock
User2,174,sound
User2,556,sound
User1,169,shock
User2,640,light
User1,793,sound
User3,788,light
User4,178,shock
User5,150,light
User2,958,shock
User2,754,shock
User1,966,shock
User2,184,light
User2,342,light
User4,449,sound
User4,826,shock
User5,492,shock
User2,448,light
User1,4,sound
User3,103,sound
User3,490,light
User5,759,shock
User5,154,shock
User2,135,shock
User2,45,light
User3,317,shock
User1,192,sound
User4,963,light
User2,114,light
User5,348,sound
User1,671,sound
User3,912,light
User2,665,shock
User4,976,shock
User5,133,sound
User2,303,light
User4,218,sound
User2,326,light
User2,878,sound
User4,826,shock
User1,416,light
User1,830,shock
User4,570,shock
User1,473,light
User1,741,shock
User3,280,sound
User2,922,light
User2,898,sound
User3,699,light
User1,237,sound
User5,67,sound
User2,250,shock
User4,273,shock
User4,769,shock
User1,387,shock
User2,783,shock
User2,901,sound
User2,560,shock
User3,171,sound
User4,70,shock
User1,29,sound
User3,920,light
User3,981,sound
User3,194,sound
User1,591,light
User4,340,sound
User4,931,light
User2,54,sound
User1,655,light
User5,64,sound
User2,68,light
User2,888,sound
User2,416,light
User3,306,sound
User4,184,shock
User5,251,light
User4,197,light
User2,54,shock
User4,685,shock
User1,958,light
User1,228,shock
User2,154,shock
User3,450,shock
User5,888,light
User1,224,shock
User5,635,shock
User2,379,light
User5,177,sound
User3,211,shock
User5,62,light
User2,780,sound
User3,233,light
User3,127,light
User2,458,light
User2,799,light
User4,566,sound
User5,570,light
User2,616,shock
User1,208,shock
User2,408,shock
User2,739,shock
User2,622,shock
User1,269,light
User3,730,sound
User3,624,light
User1,801,shock
User1,506,shock
User1,723,light
User2,200,sound
User4,730,shock
User2,888,light
User4,659,sound
User4,695,sound
User5,457,light
User4,483,light
User1,953,light
User1,678,sound
User5,188,shock
User5,534,light
User3,464,shock
User4,855,shock
User5,509,shock
User1,236,shock
User4,740,shock
User5,299,shock
User1,775,sound
User5,152,shock
User2,738,sound
User3,866,light
User3,637,shock
User5,401,sound
User3,836,shock
User3,449,shock
User1,279,sound
User3,59,sound
User3,90,shock
User5,763,light
User5,28,light
User2,566,shock
User1,461,sound
User5,325,shock
User2,383,light
User5,955,shock
User4,202,light
User1,348,sound
User4,667,light
User1,215,sound
User1,573,shock
User3,556,sound
User5,435,shock
User5,282,shock
User2,525,light
User2,545,shock
User1,298,shock
User2,195,sound
User1,586,sound
User3,580,shock
User3,944,sound
User5,111,shock
User1,842,sound
User4,474,light
User3,877,shock
User5,514,light
User4,906,light
User4,393,sound
User1,322,sound
User4,120,shock
User1,264,shock
User3,810,shock
User2,512,shock
User5,539,shock
User5,51,light
User5,463,shock
User3,317,shock
User3,657,sound
User4,19,light
User1,658,shock
User4,559,light
User5,761,shock
User1,307,sound
User1,250,shock
User5,187,shock
User3,60,light
User3,320,shock
User3,740,sound
User5,75,sound
User5,572,sound
User5,540,shock
User5,215,light
User1,245,shock
User4,822,light
User4,351,shock
User3,769,sound
User5,138,sound
User5,315,sound
User4,541,shock
User2,875,sound
User2,511,light
User5,494,light
User3,879,shock
User2,515,shock
User5,402,light
User5,483,light
User1,189,sound
User4,763,light
User3,571,sound
User2,479,light
User1,112,light
User2,983,shock
User2,612,light
User4,952,sound
User5,125,light
User1,43,sound
User1,710,shock
User5,714,light
User5,67,sound
User1,334,shock
User4,117,shock
User2,310,sound
User5,966,light
User5,644,light
User4,383,light
User1,972,shock
User5,446,sound
User3,166,shock
User3,88,light
User5,675,sound
User2,388,shock
User2,171,shock
User5,530,shock
User2,243,shock
User4,4,shock
User3,660,shock
User3,534,shock
User4,147,sound
User2,468,shock
User1,681,shock
User2,112,light
User3,692,sound
User4,647,shock
User2,240,shock
User1,965,light
User1,607,light
User4,177,shock
User3,360,light
User5,163,light
User3,461,light
User3,675,sound
User3,674,light
User3,136,shock
User2,406,sound
User2,279,light
User1,694,sound
User5,152,shock
User4,816,sound
User4,584,light
User5,811,light
User5,506,shock
User1,446,shock
User1,443,light
User5,52,shock
User2,920,sound
User2,176,shock
User1,561,sound
User2,744,sound
User2,384,sound
User2,374,light
User3,684,light
User1,471,sound
User3,40,sound
User1,951,light
User1,954,light
User5,60,sound
User3,637,light
User2,545,sound
User1,101,shock
User1,759,sound
User5,594,shock
User5,298,shock
User1,468,light
User2,327,light
User1,760,shock
User2,94,shock
User4,44,light
User5,828,light
User4,818,light
User5,600,shock
User1,390,light
User3,913,sound
User4,662,shock
User5,591,sound
User2,662,sound
User1,278,light
User4,617,sound
User3,424,shock
User2,595,shock
User1,538,light
User2,576,light
User1,802,light
User3,252,light
User3,629,light
User4,266,sound
User2,503,sound
User3,415,shock
User1,521,shock
User1,969,light
User4,606,sound
User1,464,shock
User3,380,light
User2,645,light
User4,199,sound
User1,210,shock
User2,123,shock
User2,448,light
User1,273,shock
User3,457,shock
User5,922,shock
User2,515,light
User1,833,light
User5,796,shock
User1,411,sound
User4,612,sound
User3,737,shock
User2,221,shock
User4,532,sound
User4,381,shock
User5,755,shock
User3,96,shock
User5,134,shock
User4,414,shock
User5,199,light
User1,477,light
User3,9,sound
User4,326,shock
User4,511,light
User3,479,shock
User5,85,sound
User1,515,light
User3,120,light
User5,145,shock
User2,181,sound
User3,807,sound
User4,992,shock
User5,547,sound
User5,219,shock
User2,775,light
User5,989,shock
User3,429,light
User1,888,sound
User5,202,light
User5,534,sound
User2,532,shock
User2,483,sound
User3,681,shock
User4,236,shock
User4,211,sound
User1,890,shock
User1,438,light
User4,322,shock
User1,931,shock
User3,826,sound
User3,419,shock
User2,219,sound
User5,631,light
User5,307,light
User1,345,light
User5,24,light
User4,936,shock
User1,290,shock
User3,687,light
User2,573,light
User4,585,shock
User2,323,shock
User1,430,sound
User2,401,shock
User1,164,light
User5,320,light
User4,574,light
User1,104,sound
User2,162,light
User2,889,sound
User3,62,sound
User1,348,light
User5,509,shock
User2,775,light
User3,261,sound
User5,125,sound
User5,196,sound
User5,732,sound
User2,673,sound
User5,781,shock
User3,554,shock
User5,106,light
User2,230,shock
User3,788,sound
User1,462,light
User4,514,sound
User1,280,sound
User4,420,shock
User3,420,sound
User4,161,sound
User3,952,light
User4,329,shock
User4,34,light
User2,815,light
User2,486,sound
User2,243,sound
User3,131,sound
User4,864,sound
User2,999,sound
User4,747,light
User3,511,light
User3,510,sound
User4,322,light
User3,951,shock
User5,942,sound
User3,26,sound
User4,447,shock
User3,933,shock
User5,800,light
User3,663,shock
User1,520,light
User5,253,light
User3,398,sound
User3,221,sound
User5,490,sound
User3,763,light
User4,697,light
User5,311,shock
User2,70,shock
User1,865,light
User4,838,light
User4,67,light
User1,426,shock
User5,450,shock
User1,277,sound
User5,10,sound
User1,493,shock
User5,284,sound
User2,5,sound
User2,339,shock
User5,946,light
User2,611,shock
User4,360,light
User4,320,light
User4,757,sound
User2,345,shock
User1,130,light
User4,970,light
User2,781,sound
User3,47,shock
User2,970,shock
User1,499,sound
User5,339,light
User5,871,shock
User4,683,shock
User5,283,light
User5,308,sound
User3,226,sound
User2,405,shock
User2,839,shock
User2,469,light
User4,438,light
User4,786,sound
User5,996,shock
User2,748,light
User3,324,sound
User5,675,shock
User4,486,sound
User2,671,shock
User3,138,shock
User4,955,light
User3,448,shock
User5,664,light
User4,840,shock
User4,237,sound
User2,268,shock
User3,432,shock
User2,51,sound
User4,494,light
User1,887,sound
User3,167,light
User3,663,light
User4,836,light
User3,314,shock
User2,754,light
User1,305,shock
User3,967,sound
User1,571,shock
User2,583,light
User2,923,light
User4,653,light
User1,449,shock
User2,958,light
User2,839,sound
User5,919,sound
User5,64,light
User2,57,light
User1,708,shock
User1,3,light
User3,246,sound
User2,962,sound
User4,933,sound
User4,661,light
User4,527,light
User3,434,light
User1,836,light
User1,599,light
User4,966,sound
User5,494,shock
User2,51,sound
User5,974,light
User5,653,light
User5,678,light
User4,370,light
User3,97,shock
User4,715,shock
User2,796,sound
User2,489,light
User3,644,light
User4,945,light
User3,850,shock
User4,603,shock
User4,24,sound
User5,38,sound
User5,554,shock
User1,781,sound
User4,146,sound
User2,696,sound
User2,9,shock
User1,706,sound
User2,600,shock
User1,89,light
User5,983,shock
User3,923,light
User3,912,light
User4,570,light
User3,225,light
User3,589,sound
User4,781,light
User1,443,light
User4,783,shock
User2,987,shock
User4,125,light
User1,537,sound
User2,512,light
User4,681,shock
User4,993,shock
User2,768,light
User3,145,light
User4,67,shock
User3,710,light
User5,902,light
User3,768,shock
User5,755,sound
User5,887,light
User3,489,shock
User2,799,shock
User1,837,sound
User1,6,sound
User5,783,sound
User1,531,shock
User5,641,light
User3,672,shock
User1,759,shock
User3,245,shock
User5,571,shock
User1,951,sound
User2,720,sound
User2,803,light
User2,8,sound
User2,190,light
User5,672,sound
User1,22,light
User4,414,sound
User3,220,sound
User2,559,shock
User5,479,sound
User1,947,light
User5,266,light
User3,596,shock
User2,941,light
User4,7,shock
User3,608,sound
User5,555,light
User5,483,shock
User2,162,sound
User1,61,light
User2,805,sound
User3,990,shock
User2,202,light
User3,73,shock
User3,241,shock
User1,135,shock
User1,298,sound
User3,170,sound
User2,886,shock
User1,330,shock
User3,923,shock
User4,424,light
User3,510,sound
User1,776,sound
User2,890,light
User2,348,sound
User5,513,sound
User4,380,sound
User3,318,light
User2,414,sound
User5,407,shock
User5,817,shock
User1,662,shock
User4,844,shock
User2,831,sound
User2,859,shock
User5,309,sound
User1,184,sound
User1,828,shock
User1,45,sound
User1,455,sound
User1,620,sound
User2,953,light
User3,21,light
User4,676,sound
User5,863,shock
User4,3,sound
User2,21,light
User1,637,shock
User2,499,sound
User4,136,shock
User1,616,light
User3,254,light
User5,18,sound
User2,315,light
User1,509,light
User4,840,shock
User4,119,sound
User3,506,shock
User4,701,sound
User4,355,light
User2,360,sound
User1,223,shock
User4,985,light
User3,581,shock
User5,686,sound
User4,825,light
User1,963,light
User1,936,shock
User5,13,light
User4,358,shock
User2,34,shock
